# satellite: 38834 DELTA 4 R/B / US
# catalogue: 1 NORAD
# variability: 2 Periodic
# variability_period: 144.187652
# type: 3 R/B Rocket Body
# npoints: 303266
#
# Date Time StdMag Mag Filter Penumbra Distance Phase Channel Track
2014-08-31 21:01:58.840000 4.425 10.358 Clear 0 21458.77 17.365 5 1897404
2014-08-31 21:01:58.940000 3.652 9.58496 Clear 0 21458.722 17.365 5 1897404
2014-08-31 21:01:59.040000 3.083 9.01574 Clear 0 21458.674 17.366 5 1897404
2014-08-31 21:01:59.140000 3.876 9.80867 Clear 0 21458.625 17.367 5 1897404
2014-08-31 21:01:59.240000 3.07 9.00327 Clear 0 21458.577 17.367 5 1897404
2014-08-31 21:01:59.340000 3.091 9.02444 Clear 0 21458.529 17.368 5 1897404
2014-08-31 21:01:59.440000 3.824 9.75653 Clear 0 21458.48 17.368 5 1897404
2014-08-31 21:01:59.540000 3.319 9.25196 Clear 0 21458.432 17.369 5 1897404
2014-08-31 21:01:59.640000 3.806 9.73902 Clear 0 21458.383 17.37 5 1897404
2014-08-31 21:01:59.740000 3.08 9.01336 Clear 0 21458.335 17.37 5 1897404
2014-08-31 21:01:59.940000 4.004 9.93683 Clear 0 21458.238 17.371 5 1897404
2014-08-31 21:02:00.240000 3.7 9.63339 Clear 0 21458.093 17.373 5 1897404
2014-08-31 21:02:00.440000 3.78 9.71261 Clear 0 21457.996 17.374 5 1897404
2014-08-31 21:02:00.740000 3.666 9.59877 Clear 0 21457.851 17.376 5 1897404
2014-08-31 21:02:01.140000 3.937 9.8695 Clear 0 21457.658 17.379 5 1897404
2014-08-31 21:02:01.240000 3.772 9.70481 Clear 0 21457.609 17.379 5 1897404
2014-08-31 21:02:01.340000 4.026 9.95897 Clear 0 21457.561 17.38 5 1897404
2014-08-31 21:02:01.440000 3.512 9.44526 Clear 0 21457.513 17.381 5 1897404
2014-08-31 21:02:01.640000 4.187 10.1197 Clear 0 21457.416 17.382 5 1897404
2014-08-31 21:02:01.740000 4.217 10.1498 Clear 0 21457.368 17.382 5 1897404
2014-08-31 21:02:01.840000 4.126 10.0594 Clear 0 21457.319 17.383 5 1897404
2014-08-31 21:02:01.940000 4.206 10.1388 Clear 0 21457.271 17.384 5 1897404
2014-08-31 21:02:02.040000 3.947 9.8801 Clear 0 21457.223 17.384 5 1897404
2014-08-31 21:02:02.340000 4.149 10.0824 Clear 0 21457.078 17.386 5 1897404
2014-08-31 21:02:02.640000 4.084 10.0172 Clear 0 21456.933 17.388 5 1897404
2014-08-31 21:02:02.840000 3.667 9.60034 Clear 0 21456.836 17.389 5 1897404
2014-08-31 21:02:03.240000 3.979 9.91148 Clear 0 21456.642 17.391 5 1897404
2014-08-31 21:02:03.340000 3.968 9.90109 Clear 0 21456.594 17.392 5 1897404
2014-08-31 21:02:03.540000 3.803 9.73546 Clear 0 21456.497 17.393 5 1897404
2014-08-31 21:02:03.740000 4.025 9.95842 Clear 0 21456.401 17.394 5 1897404
2014-08-31 21:02:03.840000 3.096 9.02926 Clear 0 21456.352 17.395 5 1897404
2014-08-31 21:02:04.040000 3.539 9.47211 Clear 0 21456.256 17.396 5 1897404
2014-08-31 21:02:04.240000 3.751 9.68386 Clear 0 21456.159 17.397 5 1897404
2014-08-31 21:02:04.340000 3.348 9.28081 Clear 0 21456.111 17.398 5 1897404
2014-08-31 21:02:04.440000 3.593 9.52606 Clear 0 21456.062 17.399 5 1897404
2014-08-31 21:02:04.740000 3.934 9.86699 Clear 0 21455.917 17.4 5 1897404
2014-08-31 21:02:05.040000 3.803 9.7359 Clear 0 21455.773 17.402 5 1897404
2014-08-31 21:02:05.140000 3.962 9.89491 Clear 0 21455.724 17.403 5 1897404
2014-08-31 21:02:05.240000 4.391 10.3235 Clear 0 21455.676 17.403 5 1897404
2014-08-31 21:02:05.540000 3.457 9.39022 Clear 0 21455.531 17.405 5 1897404
2014-08-31 21:02:05.940000 3.709 9.64232 Clear 0 21455.338 17.408 5 1897404
2014-08-31 21:02:06.140000 3.418 9.35085 Clear 0 21455.241 17.409 5 1897404
2014-08-31 21:02:06.240000 3.06 8.99343 Clear 0 21455.193 17.409 5 1897404
2014-08-31 21:02:06.340000 3.617 9.54976 Clear 0 21455.144 17.41 5 1897404
2014-08-31 21:02:06.640000 4.274 10.2072 Clear 0 21455.0 17.412 5 1897404
2014-08-31 21:02:06.840000 3.393 9.32619 Clear 0 21454.903 17.413 5 1897404
2014-08-31 21:02:07.640000 3.434 9.36719 Clear 0 21454.517 17.418 5 1897404
2014-08-31 21:02:07.840000 4.103 10.0364 Clear 0 21454.42 17.419 5 1897404
2014-08-31 21:02:08.140000 4.253 10.1855 Clear 0 21454.275 17.421 5 1897404
2014-08-31 21:02:08.240000 4.17 10.1028 Clear 0 21454.227 17.422 5 1897404
2014-08-31 21:02:08.740000 3.497 9.42972 Clear 0 21453.985 17.425 5 1897404
2014-08-31 21:02:09.540000 3.686 9.61856 Clear 0 21453.599 17.429 5 1897404
2014-08-31 21:02:10.040000 3.349 9.28224 Clear 0 21453.358 17.432 5 1897404
2014-08-31 21:02:11.140000 3.803 9.7356 Clear 0 21452.827 17.439 5 1897404
2014-08-31 21:02:11.740000 4.031 9.96349 Clear 0 21452.537 17.443 5 1897404
2014-08-31 21:02:11.840000 4.393 10.326 Clear 0 21452.489 17.443 5 1897404
2014-08-31 21:02:12.640000 4.121 10.0536 Clear 0 21452.103 17.448 5 1897404
2014-08-31 21:02:13.140000 3.113 9.04579 Clear 0 21451.862 17.451 5 1897404
2014-08-31 21:02:13.440000 3.83 9.76331 Clear 0 21451.717 17.453 5 1897404
2014-08-31 21:02:13.940000 4.212 10.1454 Clear 0 21451.476 17.456 5 1897404
2014-08-31 21:02:16.641000 3.242 9.17423 Clear 0 21450.174 17.473 5 1897404
2014-08-31 21:02:16.741000 3.107 9.03855 Clear 0 21450.126 17.473 5 1897404
2014-08-31 21:02:16.841000 3.441 9.37328 Clear 0 21450.078 17.474 5 1897404
2014-08-31 21:02:16.941000 3.224 9.15619 Clear 0 21450.029 17.474 5 1897404
2014-08-31 21:02:17.041000 4.177 10.1087 Clear 0 21449.981 17.475 5 1897404
2014-08-31 21:02:17.141000 3.831 9.76286 Clear 0 21449.933 17.476 5 1897404
2014-08-31 21:02:17.241000 3.38 9.31235 Clear 0 21449.885 17.476 5 1897404
2014-08-31 21:02:17.341000 3.797 9.72944 Clear 0 21449.837 17.477 5 1897404
2014-08-31 21:02:17.441000 3.494 9.42579 Clear 0 21449.788 17.477 5 1897404
2014-08-31 21:02:17.541000 3.278 9.21015 Clear 0 21449.74 17.478 5 1897404
2014-08-31 21:02:17.641000 3.763 9.69447 Clear 0 21449.692 17.479 5 1897404
2014-08-31 21:02:17.841000 3.474 9.40605 Clear 0 21449.596 17.48 5 1897404
2014-08-31 21:02:17.941000 3.415 9.34701 Clear 0 21449.547 17.48 5 1897404
2014-08-31 21:02:18.041000 3.304 9.23579 Clear 0 21449.499 17.481 5 1897404
2014-08-31 21:02:18.141000 3.458 9.39018 Clear 0 21449.451 17.482 5 1897404
2014-08-31 21:02:18.241000 3.081 9.01256 Clear 0 21449.403 17.482 5 1897404
2014-08-31 21:02:18.441000 3.556 9.48763 Clear 0 21449.307 17.483 5 1897404
2014-08-31 21:02:18.541000 3.23 9.16165 Clear 0 21449.258 17.484 5 1897404
2014-08-31 21:02:18.641000 3.469 9.40116 Clear 0 21449.21 17.485 5 1897404
2014-08-31 21:02:18.741000 3.258 9.18963 Clear 0 21449.162 17.485 5 1897404
2014-08-31 21:02:18.841000 3.832 9.76422 Clear 0 21449.114 17.486 5 1897404
2014-08-31 21:02:18.941000 3.627 9.55917 Clear 0 21449.066 17.487 5 1897404
2014-08-31 21:02:19.041000 3.546 9.47783 Clear 0 21449.018 17.487 5 1897404
2014-08-31 21:02:19.141000 3.593 9.52517 Clear 0 21448.969 17.488 5 1897404
2014-08-31 21:02:19.241000 3.571 9.5032 Clear 0 21448.921 17.488 5 1897404
2014-08-31 21:02:19.441000 3.633 9.56481 Clear 0 21448.825 17.49 5 1897404
2014-08-31 21:02:19.541000 3.383 9.3152 Clear 0 21448.777 17.49 5 1897404
2014-08-31 21:02:19.641000 3.337 9.26886 Clear 0 21448.729 17.491 5 1897404
2014-08-31 21:02:19.741000 3.83 9.76237 Clear 0 21448.68 17.491 5 1897404
2014-08-31 21:02:19.841000 3.561 9.49343 Clear 0 21448.632 17.492 5 1897404
2014-08-31 21:02:19.941000 3.556 9.48815 Clear 0 21448.584 17.493 5 1897404
2014-08-31 21:02:20.041000 3.486 9.41815 Clear 0 21448.536 17.493 5 1897404
2014-08-31 21:02:20.141000 3.417 9.34927 Clear 0 21448.488 17.494 5 1897404
2014-08-31 21:02:20.241000 3.276 9.20773 Clear 0 21448.44 17.494 5 1897404
2014-08-31 21:02:20.341000 2.825 8.75689 Clear 0 21448.391 17.495 5 1897404
2014-08-31 21:02:20.441000 3.262 9.19397 Clear 0 21448.343 17.496 5 1897404
2014-08-31 21:02:20.541000 2.624 8.55594 Clear 0 21448.295 17.496 5 1897404
2014-08-31 21:02:20.641000 3.05 8.98171 Clear 0 21448.247 17.497 5 1897404
2014-08-31 21:02:20.741000 2.822 8.75366 Clear 0 21448.199 17.497 5 1897404
2014-08-31 21:02:20.841000 3.241 9.173 Clear 0 21448.151 17.498 5 1897404
2014-08-31 21:02:20.941000 3.1 9.03231 Clear 0 21448.102 17.499 5 1897404
2014-08-31 21:02:21.041000 3.053 8.98458 Clear 0 21448.054 17.499 5 1897404
2014-08-31 21:02:21.141000 2.749 8.68107 Clear 0 21448.006 17.5 5 1897404
2014-08-31 21:02:21.241000 3.293 9.22525 Clear 0 21447.958 17.501 5 1897404
2014-08-31 21:02:21.341000 2.871 8.80256 Clear 0 21447.91 17.501 5 1897404
2014-08-31 21:02:21.441000 3.072 9.00401 Clear 0 21447.862 17.502 5 1897404
2014-08-31 21:02:21.541000 2.959 8.8909 Clear 0 21447.814 17.502 5 1897404
2014-08-31 21:02:21.641000 2.98 8.91203 Clear 0 21447.765 17.503 5 1897404
2014-08-31 21:02:21.741000 2.946 8.87758 Clear 0 21447.717 17.504 5 1897404
2014-08-31 21:02:21.841000 2.684 8.61553 Clear 0 21447.669 17.504 5 1897404
2014-08-31 21:02:21.941000 3.077 9.00898 Clear 0 21447.621 17.505 5 1897404
2014-08-31 21:02:22.041000 3.817 9.74936 Clear 0 21447.573 17.505 5 1897404
2014-08-31 21:02:22.141000 3.811 9.74314 Clear 0 21447.525 17.506 5 1897404
2014-08-31 21:02:22.241000 3.146 9.07762 Clear 0 21447.477 17.507 5 1897404
2014-08-31 21:02:22.341000 3.221 9.15268 Clear 0 21447.428 17.507 5 1897404
2014-08-31 21:02:22.441000 3.407 9.33851 Clear 0 21447.38 17.508 5 1897404
2014-08-31 21:02:22.541000 3.325 9.25744 Clear 0 21447.332 17.508 5 1897404
2014-08-31 21:02:22.641000 3.299 9.23106 Clear 0 21447.284 17.509 5 1897404
2014-08-31 21:02:22.741000 3.325 9.25744 Clear 0 21447.236 17.51 5 1897404
2014-08-31 21:02:22.841000 3.647 9.57885 Clear 0 21447.188 17.51 5 1897404
2014-08-31 21:02:22.941000 3.244 9.1759 Clear 0 21447.14 17.511 5 1897404
2014-08-31 21:02:23.041000 2.977 8.90851 Clear 0 21447.091 17.512 5 1897404
2014-08-31 21:02:23.141000 3.335 9.26714 Clear 0 21447.043 17.512 5 1897404
2014-08-31 21:02:23.241000 3.35 9.28215 Clear 0 21446.995 17.513 5 1897404
2014-08-31 21:02:23.441000 3.523 9.45463 Clear 0 21446.899 17.514 5 1897404
2014-08-31 21:02:23.541000 3.315 9.24726 Clear 0 21446.851 17.515 5 1897404
2014-08-31 21:02:23.741000 3.019 8.95102 Clear 0 21446.755 17.516 5 1897404
2014-08-31 21:02:23.841000 3.241 9.17326 Clear 0 21446.706 17.516 5 1897404
2014-08-31 21:02:23.941000 3.667 9.59847 Clear 0 21446.658 17.517 5 1897404
2014-08-31 21:02:24.641000 3.332 9.26371 Clear 0 21446.322 17.521 5 1897404
2014-08-31 21:02:24.741000 3.79 9.72207 Clear 0 21446.273 17.522 5 1897404
2014-08-31 21:02:24.841000 4.064 9.99586 Clear 0 21446.225 17.522 5 1897404
2014-08-31 21:02:24.941000 4.028 9.96014 Clear 0 21446.177 17.523 5 1897404
2014-08-31 21:02:25.041000 4.185 10.1168 Clear 0 21446.129 17.524 5 1897404
2014-08-31 21:02:25.141000 4.045 9.97648 Clear 0 21446.081 17.524 5 1897404
2014-08-31 21:02:25.241000 3.241 9.17247 Clear 0 21446.033 17.525 5 1897404
2014-08-31 21:02:25.341000 4.035 9.96664 Clear 0 21445.985 17.526 5 1897404
2014-08-31 21:02:25.441000 3.758 9.68952 Clear 0 21445.937 17.526 5 1897404
2014-08-31 21:02:25.541000 3.463 9.39535 Clear 0 21445.889 17.527 5 1897404
2014-08-31 21:02:25.641000 3.399 9.33058 Clear 0 21445.84 17.527 5 1897404
2014-08-31 21:02:25.741000 4.35 10.2823 Clear 0 21445.792 17.528 5 1897404
2014-08-31 21:02:25.841000 4.109 10.0409 Clear 0 21445.744 17.529 5 1897404
2014-08-31 21:02:25.941000 3.675 9.60744 Clear 0 21445.696 17.529 5 1897404
2014-08-31 21:02:26.041000 4.041 9.97319 Clear 0 21445.648 17.53 5 1897404
2014-08-31 21:02:26.141000 3.579 9.5112 Clear 0 21445.6 17.53 5 1897404
2014-08-31 21:02:26.241000 3.602 9.53439 Clear 0 21445.552 17.531 5 1897404
2014-08-31 21:02:26.341000 4.173 10.105 Clear 0 21445.504 17.532 5 1897404
2014-08-31 21:02:26.441000 3.054 8.98591 Clear 0 21445.456 17.532 5 1897404
2014-08-31 21:02:26.541000 3.304 9.23634 Clear 0 21445.408 17.533 5 1897404
2014-08-31 21:02:26.641000 3.402 9.33362 Clear 0 21445.359 17.533 5 1897404
2014-08-31 21:02:26.741000 3.391 9.32271 Clear 0 21445.311 17.534 5 1897404
2014-08-31 21:02:26.841000 3.265 9.1972 Clear 0 21445.263 17.535 5 1897404
2014-08-31 21:02:26.941000 3.167 9.09928 Clear 0 21445.215 17.535 5 1897404
2014-08-31 21:02:27.141000 4.028 9.96014 Clear 0 21445.119 17.537 5 1897404
2014-08-31 21:02:27.241000 3.645 9.57732 Clear 0 21445.071 17.537 5 1897404
2014-08-31 21:02:27.341000 3.554 9.4864 Clear 0 21445.023 17.538 5 1897404
2014-08-31 21:02:27.541000 3.243 9.17511 Clear 0 21444.927 17.539 5 1897404
2014-08-31 21:02:27.641000 3.292 9.22387 Clear 0 21444.879 17.54 5 1897404
2014-08-31 21:02:27.741000 3.659 9.59073 Clear 0 21444.831 17.54 5 1897404
2014-08-31 21:02:27.841000 3.226 9.15837 Clear 0 21444.782 17.541 5 1897404
2014-08-31 21:02:27.941000 3.09 9.02241 Clear 0 21444.734 17.541 5 1897404
2014-08-31 21:02:28.141000 3.475 9.40702 Clear 0 21444.638 17.543 5 1897404
2014-08-31 21:02:28.241000 3.44 9.37207 Clear 0 21444.59 17.543 5 1897404
2014-08-31 21:02:28.341000 3.614 9.5458 Clear 0 21444.542 17.544 5 1897404
2014-08-31 21:02:28.441000 3.636 9.56747 Clear 0 21444.494 17.544 5 1897404
2014-08-31 21:02:28.541000 3.545 9.47733 Clear 0 21444.446 17.545 5 1897404
2014-08-31 21:02:28.641000 3.745 9.67693 Clear 0 21444.398 17.546 5 1897404
2014-08-31 21:02:28.741000 3.129 9.06064 Clear 0 21444.35 17.546 5 1897404
2014-08-31 21:02:28.841000 4.144 10.0764 Clear 0 21444.302 17.547 5 1897404
2014-08-31 21:02:28.941000 3.197 9.12868 Clear 0 21444.254 17.548 5 1897404
2014-08-31 21:02:29.041000 3.481 9.41322 Clear 0 21444.206 17.548 5 1897404
2014-08-31 21:02:29.141000 3.234 9.16566 Clear 0 21444.158 17.549 5 1897404
2014-08-31 21:02:29.241000 3.451 9.38331 Clear 0 21444.109 17.549 5 1897404
2014-08-31 21:02:29.441000 3.13 9.06211 Clear 0 21444.013 17.551 5 1897404
2014-08-31 21:02:29.541000 3.459 9.39108 Clear 0 21443.965 17.551 5 1897404
2014-08-31 21:02:29.641000 3.872 9.80444 Clear 0 21443.917 17.552 5 1897404
2014-08-31 21:02:29.741000 3.795 9.72735 Clear 0 21443.869 17.552 5 1897404
2014-08-31 21:02:29.841000 3.306 9.23774 Clear 0 21443.821 17.553 5 1897404
2014-08-31 21:02:29.941000 3.034 8.96644 Clear 0 21443.773 17.554 5 1897404
2014-08-31 21:02:30.041000 3.05 8.98148 Clear 0 21443.725 17.554 5 1897404
2014-08-31 21:02:30.141000 2.88 8.81178 Clear 0 21443.677 17.555 5 1897404
2014-08-31 21:02:30.241000 3.131 9.06259 Clear 0 21443.629 17.556 5 1897404
2014-08-31 21:02:30.341000 3.106 9.03839 Clear 0 21443.581 17.556 5 1897404
2014-08-31 21:02:30.441000 3.101 9.03277 Clear 0 21443.533 17.557 5 1897404
2014-08-31 21:02:30.541000 3.549 9.48077 Clear 0 21443.485 17.557 5 1897404
2014-08-31 21:02:30.641000 3.428 9.3597 Clear 0 21443.437 17.558 5 1897404
2014-08-31 21:02:30.841000 3.567 9.49892 Clear 0 21443.341 17.559 5 1897404
2014-08-31 21:02:30.941000 3.257 9.18921 Clear 0 21443.293 17.56 5 1897404
2014-08-31 21:02:31.041000 3.221 9.15314 Clear 0 21443.244 17.56 5 1897404
2014-08-31 21:02:31.141000 3.421 9.35278 Clear 0 21443.196 17.561 5 1897404
2014-08-31 21:02:31.241000 3.103 9.03464 Clear 0 21443.148 17.562 5 1897404
2014-08-31 21:02:31.341000 3.369 9.30133 Clear 0 21443.1 17.562 5 1897404
2014-08-31 21:02:31.441000 2.902 8.8337 Clear 0 21443.052 17.563 5 1897404
2014-08-31 21:02:31.541000 2.889 8.82095 Clear 0 21443.004 17.563 5 1897404
2014-08-31 21:02:31.641000 4.029 9.96127 Clear 0 21442.956 17.564 5 1897404
2014-08-31 21:02:31.741000 3.079 9.01082 Clear 0 21442.908 17.565 5 1897404
2014-08-31 21:02:31.841000 3.316 9.24766 Clear 0 21442.86 17.565 5 1897404
2014-08-31 21:02:31.941000 2.845 8.77693 Clear 0 21442.812 17.566 5 1897404
2014-08-31 21:02:32.041000 3.145 9.07709 Clear 0 21442.764 17.567 5 1897404
2014-08-31 21:02:32.141000 3.199 9.13068 Clear 0 21442.716 17.567 5 1897404
2014-08-31 21:02:32.241000 3.024 8.95617 Clear 0 21442.668 17.568 5 1897404
2014-08-31 21:02:32.341000 3.644 9.57548 Clear 0 21442.62 17.568 5 1897404
2014-08-31 21:02:32.441000 2.882 8.81444 Clear 0 21442.572 17.569 5 1897404
2014-08-31 21:02:32.541000 3.5 9.43213 Clear 0 21442.524 17.57 5 1897404
2014-08-31 21:02:32.641000 2.977 8.90892 Clear 0 21442.476 17.57 5 1897404
2014-08-31 21:02:32.741000 3.344 9.27562 Clear 0 21442.428 17.571 5 1897404
2014-08-31 21:02:32.841000 3.326 9.25795 Clear 0 21442.38 17.571 5 1897404
2014-08-31 21:02:32.941000 3.002 8.93399 Clear 0 21442.332 17.572 5 1897404
2014-08-31 21:02:33.141000 3.034 8.96578 Clear 0 21442.236 17.573 5 1897404
2014-08-31 21:02:33.441000 3.16 9.09178 Clear 0 21442.092 17.575 5 1897404
2014-08-31 21:02:33.541000 3.94 9.87164 Clear 0 21442.044 17.576 5 1897404
2014-08-31 21:02:33.641000 3.357 9.28944 Clear 0 21441.996 17.576 5 1897404
2014-08-31 21:02:33.741000 3.054 8.98594 Clear 0 21441.948 17.577 5 1897404
2014-08-31 21:02:33.941000 2.947 8.87853 Clear 0 21441.852 17.578 5 1897404
2014-08-31 21:02:34.141000 3.794 9.72558 Clear 0 21441.756 17.579 5 1897404
2014-08-31 21:02:34.241000 3.125 9.05709 Clear 0 21441.708 17.58 5 1897404
2014-08-31 21:02:34.341000 4.019 9.95087 Clear 0 21441.66 17.581 5 1897404
2014-08-31 21:02:34.441000 3.018 8.95009 Clear 0 21441.612 17.581 5 1897404
2014-08-31 21:02:34.541000 3.046 8.97748 Clear 0 21441.564 17.582 5 1897404
2014-08-31 21:02:34.641000 3.031 8.96293 Clear 0 21441.516 17.582 5 1897404
2014-08-31 21:02:34.741000 2.922 8.8541 Clear 0 21441.468 17.583 5 1897404
2014-08-31 21:02:34.841000 3.321 9.25308 Clear 0 21441.42 17.584 5 1897404
2014-08-31 21:02:34.941000 3.459 9.3914 Clear 0 21441.372 17.584 5 1897404
2014-08-31 21:02:35.041000 3.123 9.05446 Clear 0 21441.324 17.585 5 1897404
2014-08-31 21:02:35.141000 3.13 9.06211 Clear 0 21441.276 17.586 5 1897404
2014-08-31 21:02:35.241000 3.071 9.00261 Clear 0 21441.228 17.586 5 1897404
2014-08-31 21:02:35.341000 2.928 8.85946 Clear 0 21441.18 17.587 5 1897404
2014-08-31 21:02:35.441000 2.876 8.80778 Clear 0 21441.132 17.587 5 1897404
2014-08-31 21:02:35.541000 3.141 9.0732 Clear 0 21441.084 17.588 5 1897404
2014-08-31 21:02:35.641000 3.012 8.94405 Clear 0 21441.036 17.589 5 1897404
2014-08-31 21:02:35.741000 3.177 9.10867 Clear 0 21440.988 17.589 5 1897404
2014-08-31 21:02:35.841000 3.005 8.93676 Clear 0 21440.94 17.59 5 1897404
2014-08-31 21:02:35.941000 3.05 8.9817 Clear 0 21440.892 17.59 5 1897404
2014-08-31 21:02:36.041000 3.176 9.10842 Clear 0 21440.844 17.591 5 1897404
2014-08-31 21:02:36.141000 3.081 9.01311 Clear 0 21440.796 17.592 5 1897404
2014-08-31 21:02:36.241000 3.142 9.07345 Clear 0 21440.748 17.592 5 1897404
2014-08-31 21:02:36.341000 3.581 9.51264 Clear 0 21440.7 17.593 5 1897404
2014-08-31 21:02:36.441000 2.96 8.89239 Clear 0 21440.652 17.594 5 1897404
2014-08-31 21:02:36.541000 3.216 9.14767 Clear 0 21440.604 17.594 5 1897404
2014-08-31 21:02:36.641000 3.078 9.0099 Clear 0 21440.556 17.595 5 1897404
2014-08-31 21:02:36.741000 3.193 9.12507 Clear 0 21440.508 17.595 5 1897404
2014-08-31 21:02:36.841000 3.408 9.33969 Clear 0 21440.46 17.596 5 1897404
2014-08-31 21:02:36.941000 2.692 8.62347 Clear 0 21440.412 17.597 5 1897404
2014-08-31 21:02:37.041000 3.684 9.61549 Clear 0 21440.364 17.597 5 1897404
2014-08-31 21:02:37.141000 3.286 9.21762 Clear 0 21440.316 17.598 5 1897404
2014-08-31 21:02:37.241000 3.027 8.95878 Clear 0 21440.268 17.598 5 1897404
2014-08-31 21:02:37.341000 2.754 8.68606 Clear 0 21440.22 17.599 5 1897404
2014-08-31 21:02:37.441000 2.992 8.92423 Clear 0 21440.172 17.6 5 1897404
2014-08-31 21:02:37.541000 3.176 9.10767 Clear 0 21440.124 17.6 5 1897404
2014-08-31 21:02:37.641000 2.695 8.62668 Clear 0 21440.076 17.601 5 1897404
2014-08-31 21:02:37.741000 3.112 9.04404 Clear 0 21440.028 17.602 5 1897404
2014-08-31 21:02:37.841000 2.953 8.88462 Clear 0 21439.98 17.602 5 1897404
2014-08-31 21:02:37.941000 2.886 8.81769 Clear 0 21439.932 17.603 5 1897404
2014-08-31 21:02:38.041000 3.098 9.03021 Clear 0 21439.884 17.603 5 1897404
2014-08-31 21:02:38.141000 3.194 9.12634 Clear 0 21439.836 17.604 5 1897404
2014-08-31 21:02:38.241000 2.825 8.75719 Clear 0 21439.788 17.605 5 1897404
2014-08-31 21:02:38.341000 2.64 8.5719 Clear 0 21439.74 17.605 5 1897404
2014-08-31 21:02:38.441000 2.953 8.88503 Clear 0 21439.692 17.606 5 1897404
2014-08-31 21:02:38.541000 2.669 8.60066 Clear 0 21439.644 17.606 5 1897404
2014-08-31 21:02:38.641000 3.068 8.99989 Clear 0 21439.596 17.607 5 1897404
2014-08-31 21:02:38.741000 3.079 9.01105 Clear 0 21439.548 17.608 5 1897404
2014-08-31 21:02:38.841000 3.17 9.10193 Clear 0 21439.5 17.608 5 1897404
2014-08-31 21:02:38.941000 3.216 9.14793 Clear 0 21439.452 17.609 5 1897404
2014-08-31 21:02:39.041000 3.064 8.99627 Clear 0 21439.404 17.61 5 1897404
2014-08-31 21:02:39.141000 3.069 9.00054 Clear 0 21439.356 17.61 5 1897404
2014-08-31 21:02:39.241000 2.865 8.79703 Clear 0 21439.308 17.611 5 1897404
2014-08-31 21:02:39.341000 2.828 8.7598 Clear 0 21439.26 17.611 5 1897404
2014-08-31 21:02:39.441000 2.815 8.74708 Clear 0 21439.212 17.612 5 1897404
2014-08-31 21:02:39.541000 2.742 8.67419 Clear 0 21439.165 17.613 5 1897404
2014-08-31 21:02:39.641000 2.81 8.74192 Clear 0 21439.117 17.613 5 1897404
2014-08-31 21:02:39.741000 2.86 8.79201 Clear 0 21439.069 17.614 5 1897404
2014-08-31 21:02:39.841000 2.786 8.71754 Clear 0 21439.021 17.614 5 1897404
2014-08-31 21:02:39.941000 2.616 8.54751 Clear 0 21438.973 17.615 5 1897404
2014-08-31 21:02:40.041000 2.752 8.68424 Clear 0 21438.925 17.616 5 1897404
2014-08-31 21:02:40.141000 2.823 8.75495 Clear 0 21438.877 17.616 5 1897404
2014-08-31 21:02:40.241000 2.611 8.54307 Clear 0 21438.829 17.617 5 1897404
2014-08-31 21:02:40.341000 2.898 8.82999 Clear 0 21438.781 17.618 5 1897404
2014-08-31 21:02:40.441000 3.109 9.04133 Clear 0 21438.733 17.618 5 1897404
2014-08-31 21:02:40.541000 3.044 8.97608 Clear 0 21438.685 17.619 5 1897404
2014-08-31 21:02:40.641000 2.936 8.86775 Clear 0 21438.637 17.619 5 1897404
2014-08-31 21:02:40.741000 3.393 9.32506 Clear 0 21438.589 17.62 5 1897404
2014-08-31 21:02:40.841000 2.565 8.49692 Clear 0 21438.541 17.621 5 1897404
2014-08-31 21:02:40.941000 3.132 9.06373 Clear 0 21438.493 17.621 5 1897404
2014-08-31 21:02:41.041000 2.914 8.84587 Clear 0 21438.445 17.622 5 1897404
2014-08-31 21:02:41.141000 2.861 8.79275 Clear 0 21438.397 17.622 5 1897404
2014-08-31 21:02:41.241000 2.788 8.72032 Clear 0 21438.349 17.623 5 1897404
2014-08-31 21:02:41.341000 2.986 8.91828 Clear 0 21438.302 17.624 5 1897404
2014-08-31 21:02:41.441000 3.105 9.03667 Clear 0 21438.254 17.624 5 1897404
2014-08-31 21:02:41.541000 2.79 8.72224 Clear 0 21438.206 17.625 5 1897404
2014-08-31 21:02:41.641000 3.444 9.37591 Clear 0 21438.158 17.626 5 1897404
2014-08-31 21:02:41.741000 3.357 9.28872 Clear 0 21438.11 17.626 5 1897404
2014-08-31 21:02:41.841000 2.843 8.77451 Clear 0 21438.062 17.627 5 1897404
2014-08-31 21:02:41.941000 3.68 9.61168 Clear 0 21438.014 17.627 5 1897404
2014-08-31 21:02:42.041000 3.224 9.15568 Clear 0 21437.966 17.628 5 1897404
2014-08-31 21:02:42.141000 3.056 8.9878 Clear 0 21437.918 17.629 5 1897404
2014-08-31 21:02:42.241000 3.073 9.00528 Clear 0 21437.87 17.629 5 1897404
2014-08-31 21:02:42.341000 3.376 9.30823 Clear 0 21437.822 17.63 5 1897404
2014-08-31 21:02:42.441000 3.201 9.1331 Clear 0 21437.774 17.63 5 1897404
2014-08-31 21:02:42.541000 2.9 8.83211 Clear 0 21437.726 17.631 5 1897404
2014-08-31 21:02:42.641000 3.258 9.19019 Clear 0 21437.678 17.632 5 1897404
2014-08-31 21:02:42.741000 3.093 9.02488 Clear 0 21437.631 17.632 5 1897404
